state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
MG,Bomfim,"Trabalhador rural, 1$000 diários; carpinteira, 3$500 diários; cozinheira, de 8$000 a 10$000 mensais; lavadeira, 6$000 mensais; administradores de fazenda não há; escrivão de fazenda não há. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diários",1000,,daily,"carpinteira, 3$500 diários",3500,,daily,A taxa usual é de 12 *j* ao anno.,12,12,annual,"Qualidades - As terras podem ser mais ou menos assim divididas: boas e inferiores em partes talvez eguais, regulares em maior porção; geralmente misturadas; mais planas que montanhosas. A vegetação é representada por mattas virgens, capoeiras, cerrados, campos e poucos carrascaes. Preços - Um hectare de terra boa custa 60$000.",Preços - Um hectare de terra boa custa 60$000.,60000,60000,hectare,0
MG,Bom Successo,"Trabalhador rural, 18800 diários; não há administradores, nem escrivães de fazenda; carpinteiro, 58000 diários; cosinheira, 108000 mensais; lavadeira, 58000 mensais. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 18800 diários",1800,,daily,"carpinteiro, 58000 diários",5000,,daily,A taxa commun é de 8% a 10% ao ano.,8,10,annual,"Qualidades - Em sua maioria regulares, havendo também boas e inferiores, no geral misturadas e sécas, metade, talvez, plana, metade, talvez, montanhosa. A sua vegetação é representada por muitos campos, algumas capoeiras e cerrados e poucas matas virgens e carrascaes. Preços — Um hectare de terra regula custar 508000, mais ou menos.","Preços — Um hectare de terra regula custar 508000, mais ou menos.",50000,50000,hectare,0
MG,Cabo Verde,"Trabalhador rural 1$500 diários, cozinheira 1$000 diários, lavadeira 500 réis por dúzia de peças, carpinteiro 5$000 diários, administrador de fazenda 3$000 diários; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural 1$500 diários, cozinheira 1$000 diários, lavadeira 500 réis por dúzia de peças, carpinteiro 5$000 diários, administrador de fazenda 3$000 diários",1000,1500,daily,"Trabalhador rural 1$500 diários, cozinheira 1$000 diários, lavadeira 500 réis por dúzia de peças, carpinteiro 5$000 diários, administrador de fazenda 3$000 diários",1000,1500,daily,A taxa é 1°/3° ao mez.,1,3,monthly,"Qualidades - As terras do município pôde ser mais ou menos, assim divididas; boas a maior parte; regulares e inferiores pequena parte; há poucas argilhasas, são em sua maioria areossas e misturadas. A vegetação é representada por muitas muitas virgens, capoeiras, alguns carrascaes, cerrados e campos. Preços — O hectare de terra boa custa 408000 a 508000 mais ou menos.",Preços — O hectare de terra boa custa 408000 a 508000 mais ou menos.,40000,50000,hectare,0
MG,Caethe,"Trabalhador rural de 1$000 a 1$500 diários, com sustento; coziuleiro, de 10$000 a 15$000 mensais; carpinteiro, de 3$000 a 5$000 diários; administradores de fazenda, 150$000 mensais. Não usam escrivães nas fazendas. Os salários são pagos e os contratos cumpridos.","Trabalhador rural de 1$000 a 1$500 diários, com sustento",1000,1500,daily,"carpinteiro, de 3$000 a 5$000 diários",3000,5000,daily,A taxa é de 12% ao asso.,12,12,annual,"Qualidades - Em sua maioria boas, algumas regulares e poucas inferiores; argilosas e misturadas; montanhosas e pedregosas. Preços — O hectare de terra boa custa 25$000, approximadamente.","Preços — O hectare de terra boa custa 25$000, approximadamente.",25000,25000,hectare,0
MG,Caldas,"Trabalhador rural, 2$000 diários; não há administradores nem escrivães de fazenda; carpinteiro ganha 5$000 a 6$000 diários; cozinheira, 30$000 mensais; lavadeiras cobram 500 réis por duzia. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 2$000 diários",2000,,daily,carpinteiro ganha 5$000 a 6$000 diários,5000,6000,daily,A taxa comum é de 1 % ao mês.,1,1,monthly,"Qualidades - Na maioria são boas e regulares, de formação argilósilicosas, e montanhosas. A vegetação é representada por nuttas, capoeiras, alguns cerrados e carrascaes e muitos campos. - Preços — O hectare de terra boa custa 100$000 a 150$000; havendo preços menores.",Preços — O hectare de terra boa custa 100$000 a 150$000; havendo preços menores.,100000,150000,hectare,0
MG,Cambuhy,"Trabalhador rural, 1$500 diários e com comida ou 2$200 à século; carpinteiro, 6$000 diários; cozinheiro, 30$000 mensais; lavadeira, 20$000 mensais; administrador de fazenda, 1.800$000 anuções. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$500 diários e com comida ou 2$200 à século",1500,2200,daily,"carpinteiro, 6$000 diários",6000,,daily,A taxa usual é de 12% ao anno.,12,12,annual,"Qualidades - As terras podem ser divididas, mais ou menos, assim: bós e regulares em partes salves eguais; inferiores: menos do que as outras, isoladas. Argilhosas e arenosas poucas, misturadas muitas. "" Preços — Um hectare de terra bós custa 60$000, mais ou menos.","Preços — Um hectare de terra bós custa 60$000, mais ou menos.",60000,60000,hectare,0
MG,Campanha,"Trabalhador rural 2$000 diários a secco e de 1$200 a 1$500 com comida; cozinheiro, 30$000 a 50$000 mensões; cozinheira, 16$000 a 20$000 mensões; lavadeira 15$000 a 20$000 mensões ou 1$000 por duzia de peças; carpinteiro 3$000 a 6$000 diários; administrador de fazenda 600$000 a 1.000$000 anngues, não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.",Trabalhador rural 2$000 diários a secco e de 1$200 a 1$500 com comida,1200,2000,daily,carpinteiro 3$000 a 6$000 diários,3000,6000,daily,A taxa é de 12 % ao ano.,12,12,annual,"Qualidades - Na maioria inferiores, havendo poucas bôas e regulares; no geral misturadas e montanhosas. A vegetação é representada por muitos campos algumas capoeiras e poucos carrascaes; não há muitas virgens. - Preços — Um hectare de terra bôa custa 200$000 approximadamente, porém há preços muito abaixo deste.","Preços — Um hectare de terra bôa custa 200$000 approximadamente, porém há preços muito abaixo deste.",200000,200000,hectare,0
MG,Campestre,"Cozinheiro, 20$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 5$000 diários, administrador de fazenda 150$00 mensais; trabalhador rural, 1$000 diários. Não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","trabalhador rural, 1$000 diários",1000,,daily,"carpinteiro, 5$000 diários, administrador de fazenda 150$00 mensais",5000,150000,daily,A taxa usual é de 6% ao ano.,6,6,annual,"Qualidades - Na maioria bôas, havendo também regulares e algumas inferiores. No geral, misturadas, havendo mais arenosas do que argilosas; mais montanhosas do que planas, sendo pedregosas em grande parte. A vegetação é representada por algumas matas virgens, muitas capoeiras, cerrados e campos. Preços - Um hectare de terra boa custa mais ou menos, 250$000; preço, evidentemente de áreas muito reduzidas e especiais, porque há preços muito inferiores.","Preços - Um hectare de terra boa custa mais ou menos, 250$000; preço, evidentemente de áreas muito reduzidas e especiais, porque há preços muito inferiores.",250000,250000,hectare,0
MG,Campo Bello,"Cozinheira, 10$000 mensais; lavadeira, 5$000; carpinteiro, 5$000 por dia; trabalhador rural, de 1$500 a 2$000. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$300 a 1$800 réis diários, à século ou 1$200, com comida; cosinheiro, de 10$000 a 15$000 mensões; lavadeira, 10$000 mensões; carpinteiro, de 3$000 a 5$000 diários; administrador de fazenda de 1.000$000 a 2.000$000 animais. Não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","trabalhador rural, de 1$500 a 2$000",1500,2000,,"carpinteiro, 5$000 por dia",5000,,daily,"A taxa commun, é de 8 a 10 *1* ao anno.",8,10,annual,"Quaidades - Existem terras bôas e regulares e algumas inferiores; há misturadas, argilosas e arenosas. A vegetação é representada por poucas, muitas capoeiras, cerrados e campos. "" Preços — Um hectare de terra bôa custa 80$000, mais ou menos. Qualidades - Na maioria leias ou regulares; geralmente argilosas; há planas e montanhosas. A vegetação é representada por algumas mattas virgens, muitas capoeiras, campos, alguns cerrados e carrascaes. Preços — O hectare de terra boa custa 200$000, approximadamente, preço certamente para casos excepcionais, ou especiais, pois há preços muito e muito inferiores.","Preços — Um hectare de terra bôa custa 80$000, mais ou menos.",80000,80000,hectare,0
MG,Campos Gerais,"Cozinheira, 10$000 mensais; lavadeira, 5$000; carpinteiro, 5$000 por dia; trabalhador rural, de 1$500 a 2$000. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$300 a 1$800 réis diários, à século ou 1$200, com comida; cosinheiro, de 10$000 a 15$000 mensões; lavadeira, 10$000 mensões; carpinteiro, de 3$000 a 5$000 diários; administrador de fazenda de 1.000$000 a 2.000$000 animais. Não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.",,1500,1800,,"carpinteiro, 5$000 por dia",5000,,daily,"A taxa commun, é de 8 a 10 *1* ao anno.",8,10,annual,"Quaidades - Existem terras bôas e regulares e algumas inferiores; há misturadas, argilosas e arenosas. A vegetação é representada por poucas, muitas capoeiras, cerrados e campos. "" Preços — Um hectare de terra bôa custa 80$000, mais ou menos. Qualidades - Na maioria leias ou regulares; geralmente argilosas; há planas e montanhosas. A vegetação é representada por algumas mattas virgens, muitas capoeiras, campos, alguns cerrados e carrascaes. Preços — O hectare de terra boa custa 200$000, approximadamente, preço certamente para casos excepcionais, ou especiais, pois há preços muito e muito inferiores.","Preços — Um hectare de terra bôa custa 80$000, mais ou menos.",80000,80000,hectare,0
MG,Capellinha da Graça,"Trabalhador rural, de 800 a 1$000 diários com comida; não há administradores nem escrivães de fazenda; carpinteiro, 3$000 diários com comida; cozinheira, 6$000 mensais; lavadeira, 6$000 mensais. Os salários pagos e os contratos cumpridos.","Trabalhador rural, de 800 a 1$000 diários com comida",1000,,daily,"carpinteiro, 3$000 diários com comida",3000,,daily,A taxa comum é de 1% ao mez.,1,1,monthly,"Qualidades - No geral boas. Há algumas argilhosas, misturadas e poucas arenosas. O município é geralmente plano. A vegetação é representada por muitas capoeiras, algumas matas virgens e campos; poucos cerrados e carrascaes. "" Preços — De 25$000 a 30$000 o alqueire.",Preços — De 25$000 a 30$000 o alqueire.,25000,30000,alqueire,1
MG,Caracol,"Trabalhador rural, 2$000 diarios; cozinheira, 30$000 mensais; lavadeira, 1$000 por duzia; carpinteiro, 5$000 a 6$000 diarios; administrador de fazenda, 150$000 mensais; não há escrivães de fazendas. Os salarios são pagos e os contratos compridos.","Trabalhador rural, 2$000 diarios",2000,,daily,"carpinteiro, 5$000 a 6$000 diarios",5000,6000,daily,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - Na maioria boas e regulares; há argilhoias e misturadas; e talvez egualmente planas e montanhosas. A vegetação é representada por mattas, capoeiras, cerrados, carrascaes e campos. "" Preços — O hectare de terra boa, custa 100$000 a 150$000.","Preços — O hectare de terra boa, custa 100$000 a 150$000.",100000,150000,hectare,0
MG,Carangola,"Trabalhador rural. 1$200 com comida e 1$800 a secco; administrador de fazenda, 80$000 mensais; escritórios de fazenda não há; carpinteiro, 4$000 diários; cozinheira, 20$000 mensais; lavadeira, 15$000 mensais. Os salários são pagos e os contratos cumpridos.",Trabalhador rural,1200,1800,,"carpinteiro, 4$000 diários",4000,,daily,A taxa comum é de 12 por cento ao ano.,12,12,annual,"Qualidades - Em sua maioria boas e em menor quantidade regulares e inferiores; sendo geralmente misturadas e montanhosas. A vegetação é representada por muitas muitas virgens, capoeiras, campos e culturas de café. Preços - Um hectare de terra boa custa 30$000, approximadamente.","Preços - Um hectare de terra boa custa 30$000, approximadamente.",30000,30000,hectare,0
MG,Caratinga,"Trabalhador rural, 18000 diários; não há administradores, nem escrivães de fazenda; carpinteiro, de 3$000 a 4$000 diários, com comida; cozinheira, de 10$000 a 15$000, por mez; lavadeira, 10$000, mensais. Os salários são pagos e os contratos compridos.","Trabalhador rural, 18000 diários",1000,,daily,"carpinteiro, de 3$000 a 4$000 diários, com comida",3000,4000,daily,A taxa é de 1 a 2% ao mez.,1,2,monthly,"Qualidades - No geral boas, havendo algumas regulares e poucas inferiores. Há muitas misturadas, algumas argilosas e poucas arenosas. Na maioria montanhosas, pedregosas e secas. A vegetação é representada por muitas muitas virgens, algumas capoeiras e campos e poucos cerrados e carrascaes. Um hectare de terra pode custar 20$000, mais ou menos.",,,,,
MG,Carmo do Paranahyba,"Trabalhador rural, 1$000 diários; não há administradores nem escrivães de fazenda; carpinteiro, 4$000 diários; cozinheira, 10$000 mensões; lavadeira, 5$000 mensões. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diários",1000,,daily,"carpinteiro, 4$000 diários",4000,,daily,A taxa é de 12% ao ano.,12,12,annual,"Qualidades - Na maioria regulares, havendo muitas boas e inferiores. Há algumas argilhosas e arenosas e muitas misturadas. O município ora é plano, ora montanhoso e pedregoso. A vegetação é representada por muitas capoeiras e campos, alguns cerrados e poucas muitas virgens e carrascaes. Preços - Um hectare de terra boa custa 20$000, mais ou menos.","Preços - Um hectare de terra boa custa 20$000, mais ou menos.",20000,20000,hectare,0
MG,Carmo do Rio Claro,"Trabalhador rural, 1$800 a 2$200 por dia; cozinheiro, 20$000 mensões; lavadeira, 15$000 mensões; carpinteiro, 4$000 diários; administradores de fazenda até 1:500$000 mensões; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$800 a 2$200 por dia",1800,2200,daily,"carpinteiro, 4$000 diários",4000,,daily,Geralmente a taxa é de 10% ao anno.,10,10,annual,"Qualidades - Na maioria bóas e regulares, e montanhosas existindo porém muitos terrenos planos. Há poucas muitas virgens e capoeiras, ocupando os campos mais de metade da área total. “ Preços — O hectare de terra boa custa 300$000, porém em condições muito especiais, pois há preços muito inferiores.","Preços — O hectare de terra boa custa 300$000, porém em condições muito especiais, pois há preços muito inferiores.",300000,300000,hectare,0
