state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
MG;Itapecerica;"Varia de 500 réis a 600 réis para os tecidos nacionais e de 800 réis a 1$500 para os estrangeiros. Algodão, 240 réis o metro; lã e seda, de 5$000 a 20$000 o metro.";Dez por cento ao anno. Não há empréstimos.;"Cozinheiro 85000 mensajes; lavadeira 65000 mensajes; carpinteiro 55000 diários e comida; trabalhador rural 15000 diários e comida. Não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, de 1$000 a 1$200 diários, com comida ou 2$000 a secco; não há administradores nem escrivães de fazenda; carpinteiro, 4$000 diários; cozinheira, 10$000 a 15$000 mensais; lavadeira, 8$000 mensais. Os salários são pagos e os contratos cumpridos.";"Qualidades - A maior parte inferiores; mas há muita terra boa, bem como regular; há mais arenosas que argilosas e misturadas; mais planas do que montanhosas. A vegetação é representada por muitos campos, carrascaes, cerrados, capoeiras e mattas virgens. Preços — Um hectare de terra boa custa 805000 a 1005000, mais ou menos. Qualidades - Em sua maioria boas, havendo poucas regulares e inferiores; no geral argilosas e montanhosas. A vegetação é representada por muitos campos, algumas capoeiras e poucos cerrados e mamas virgens. "" Preços — Um hectare de terra regula 60$000, mais ou menos."
MG;Jacoby;"O metro dos tecidos nacionais construem custo 300 a 800 réis; estrangeiros de 1$000 a mais.";A taxa é de um por cento ao mês.;"Tarholhador rural, 2$000 diários a secco; cozinheira, 20$000 mensais; as lavadeiras, cobram 500 réis por dozia de peças; carpinteiro, 4$000 a 5$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Boas, poucas; as restantes são regulares e inferiores; ora são misturadas, ora argilhosas, pedregosas e secas e na sua maioria montanhosas. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos. - Preços — Um hectare de terra hóa custa 100$000, aproximadamente, mas há preços bem mais inferiores."
MG;Jacutinga;Cobram 30% sobre os preços do Rio.;Taxa de 12% ao anno.;"Trabalhador rural, de 1$500 a 2$500 por dia; administradores de fazenda, de 1:500$000 a 6:000$000 animais; escrivães de fazenda, de 80$000 a 100$000 mensees; carpinteiro, 4$000 diários; cozinheira, de 20$000 a 30$000 mensees; lavadeira, 10$000 mensees. Os salários são pagos e os contratos cumpridos.";"Qualidades - Em sua maioria bôas; poucas regulares e inferiores; geralmente misturadas. A vegetação é representada por algumas matas virgens, muitas capoeiras, poucos cerrados e campos. Preços - Um hectare de terra boa custa em média 200$000, preço para casos especiais, porque há outros preços bem mais inferiores."
MG;Jaguar;"Nacionaes, communs, de 300 a 800 réis o metro; estrangeiros, de 600 réis a 2$000.";A taxa é de 12% ao anno.;"Trabalhador rural, 2$500 a secco ou 1$800 com comida; não há administradores nem escrivães de fazenda; carpinteiro, 6$000 diários; cozinheiro, 30$000 mensais; lavadeira, 20$000 mensais. Os salários são pagos e os contratos cumpridos.";"Qualidades - Na maioria boas e regulares; misturadas, arenosas e argilosas; há montanhosas e planas. A vegetação é representada por muitas capoeiras, alguns cerrados e campos e poucos carrascaes. "" Perços — Um hectare de terra boa custa, approximadamente, 100$000, havendo preços bem inferiores."
MG;Januaria;"Nacionaes, 500 réis o metro; estrangeiros, de 1$000 a 1$600.";"A taxa é de 1 a 2% ao mez. Antigamente a taxa era de 12 % ao anno; actualmente é de 6 % devido ao auxílio do Governo.";"Trabalhador rural, 18000 diários, a séco; não há administradores nem escritões de fazenda; carpinteiro, 38000 diários, a séco; as lavadeiras cobram 200 réis por peça; cosinheira, 88000 mensais. Os salários são pagos e os contratos cumpridos. Cozinheira, 15$000 a 20$000 mensais; lavadeira, 15$000 mensais; carpinteiro, 4$000 a 5$000 diários; administrador de fazenda de 1.800$000 a 2.400$000 anônimes; não há escrivães de fazenda; o salário diário do trabalhador rural, seja colono ou camarada é de 1$000 com alimentação. Os salários são pagos e os contratos cumpridos.";"Qualidades - O município possui muitas terras boas e poucas regulares e inferiores; mais misturadas que aremosas e argilosas; planas em sua maioria. A vegetação é representada por muitas virgens, capoeiras, cerrados, carrascaes e campos. Preços — O preço das terras é muito variável. Qualidades - Bôas e regulares, em partes talvez iguais; inferiores, poucas; mais montanhosas do que planas; mais argilosas do que misturadas e arenosas. A vegetação é representada por matas virgens, capoeiras, carrascaes e campos. - Preços — Um hectare de terra bôa custa 250$000, approximadamente, havendo, porém, preços muito e muito mais baixos do que estes, que são especiais."
MG;Lagôa Dourada;Os tecidos comumus nacionaes, variam de 400 réis a 600 réis, por metro e os estrangeiros de 1$500 a 2$000.;A taxa é de 10% ao anno.;"Trabalhador rural, 1$200 a 1$500 diários; cozinheira, 6$000 a 10$000 mensões; lavadeira, 3$000 a 5$000 mensões; carpinteiro, 3$500 diários; não há administradores, nem escrivães de fazendas. Os salários são pagos e os contratos cumpridos.";"Qualidades - São na maioria boas e regulares, misturadas e geralmente planas, e onduladas. A vegetação é representada por algumas matas, cerradas e carrascaes e muitas capoeiras e campos. "" Preços — O hectare de terra boa, custa 100$000 a 125$000."
MG;Lavras;Varia de 300 réis a mais, por metro, tanto nacionaes, como estrangeiros.;A taxa nos prestamistas é de 10 a 12% e na agência do Banco do Crédito Real de Minas, de 6% ao anno.;"Trabalhador rural, de 1$000 a 1$500 diários; não há administradores nem escrivães de fazenda; carpinteiro, de 3$000 a 4$000 por dia; cozinheira ou lavadeira, de 8$000 a 15$000 mensais. Os salários são pagos e os contratos cumpridos.";"Qualidades - A maior parte bôas, havendo poucas regulares e inferiores; no geral argilosas, havendo algumas misturadas e arenosas; talvez mais de metade montanhosa. A vegetação é representada por matras virgens, capoeiras, cerrados, carrascaes e muitos campos. Preços — Um hectare de terra bôa custa de 20$000 a 100$000."
MG;Leopoldina;"Nacionaes, 800 réis o metro; estrangeiro, 1$200 o metro.";"Taxa de 6 e 12 * 1º anuares; 6 * 1º quando tomado à carteira hypothetical do Banco de Crédito Real de Minas.";"Trabalhador rural, 18500 diários à secca e 18000 com alimentação; administrador de fazenda, 1008000 mensões; escritório de fazenda, 508000 mensões; carpinteiro, 58000 a 68000 diários; cozinheira, 158000 a 208000 mensões; lavadeira, 108000 a 158000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - A maior parte bóas; havendo mais regulares que inferiores; geralmente misturadas; mais montanhosas do que planas. A vegetação é representada por matas virgens, muitas capoeiras, alguns cerrados e muitos campos. “ Preços — Um hectare de terra boa custa 508000, approximadamente."
MG;Lima Duarte;Varia de 600 a 800 réis por metro. Varia de 800 réis a 1$000. O metro de tecido communa custa de 360 réis a 2$000.;A taxa é de 12 % ao anno. Usam a taxa de 1% ao mez. MADEIRAS de iê — Ipé, barauna, sapucaia, peroba, cabreuva, gibatão, canjerana, bicuiba, etc. A taxa é de 12 por cento ao ano.;"Trabalhador rural 18000 por dia; cozinheira ou lavadeira 88000 mensais; carpinteiro 68000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 1$000 a 1$300 diarios, com alimentação; administradores de fazenda, 1:000$000 amusas; não há escrivão de fazenda; carpinteiro, 4$000 a 5$000 diarios; cozinheiro, 10$000 a 15$000 mensas; lavadeira, 8$000 a 10$000 mensas; os salarios são pagos e os contratos cumpridos. Trabalhador rural, 1$000 diario com comida; cozinheira, 30$000 mensais; lavadeira, 15$000 mensais; carpinteiro, 3$000 diários com comida; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - São na maioria boas e misturadas, igualmente planas e montanhosas. Existem muitas capoeiras, campos e pastos, principalmente estes dois últimos, que ocupam talvez mais da metade da área do município; são poucas as mártas existentes. Preços - O hectare de terra boa custa 1008000; há preços mais baixos. Qualidades - Na maior parte, hóus, havendo também bastante regulares e inferiores, geralmente misturadas e montanhosas. A vegetação é representada por muitas matas, virgens e capoeiras, e por alguns cerrados e carrascaes e campos. Preço — Varia de 15$000 a 80$000 o hectare. Qualidades - Há bôas, regulares e inferiores, predominando as terras inferiores misturadas e montanhosas, sendo poucas as pedregosas, secas ou pantanosas; a sua vegetação é representada por algumas mattas, capoeiras, cerrados, campos e pastos. “ Preços — O hectare de terra bôa custa 75$000, approximadamente."
MG;Marianna;Em geral são vendidos, com 20% de lucro.;5% a 12% anonaes.;"Trabalhador rural, 1$000 a 1$500 diários; administradores de fazenda, 100$000 mensais; escrivães de fazenda não há; carpinteiro, 4$000 diários; cozinheira, 10$000 a 15$000 mensais; lavadeira, 5$000 mensais. Os salários são pagos e os contratos.";"Qualidades - Em sua maioria inferiores, regulares e boas, poucas; misturadas e montanhosas; e em grande parte, pedregosas. A vegetação é representada por capoeiras, cerrados, carrascaes, campos e poucas mattas virgens. "" Preços — Um hectare de terra boa, 20$000 a 30$000, mais ou menos."
MG;Maria da Fó;E' variável.;Não há taxa determinada.;"Trabalhador rural, 1$000 a 1$500 diários; cozinheira, 15$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 5$000 por dia; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - São em geral boas, montanhoras e misturadas. A vegetação é representada por mattas, capoeiras, cerrados, carrascaes e campos. "" Preços — O hectare de terra boa custa em média 100$000."
MG;Mercês;Os tecidos mais comuns são os nacionais, que são vendidos a razão de 400 a 800 réis o metro.;A taxa usual é de 12% ao ano.;"Cozinheira, 8$000 mensais; lavadeira, 8$000 mensais; carpinteiro, 2$500 diários, com comida; trabalhador rural 1$000, com comida. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Geralmente bóas, havendo algumas regulares e poucas inferiores, em sua maioria misturadas, havendo algumas argilhosas e arenosas; no geral montanhosas. A vegetação é representada por algumas mattas virgens e muitas capueiras, não existindo cerrados, nem carrascaes; mas havendo bons campos. Preços — Um alqueire de terra boa custa na média 200$000, havendo porém, preços bem inferiores."
MG;Monte Carmello;"Naciones, communs, 400 réis o metro; estrangeiros, 18000.";A taxa usual é de 1% ao mez.;"Trabalhador rural, 18000 diários; cozinheira ou lavadeira, 108000 mensais; carpinteiro, 48000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Na maioria boas, argilhosas e planas. A vegetação é representada por algumas mattas, muitas capoeiras e campos, poucos cerrados e carrascaes. "" Preços — O hectare de terra boa custa 108000, mais ou menos."
MG;Monte Santo;"O metro de tecido nacional custa 400 a 800 réis; estrangeiro, 600 réis e mais.";A taxa é de um por cento ao mês.;"Trabalhador rural, 28500 diários a séco por dia de oito horas; cozinheiro 608000 mensais; lavadeiras cobram 500 réis por dnia de peças; carpinteiro, 69000 diários; administrador de fazenda, 1008000 a 1508000 mensais; escrivão da fazenda, 408000 a 608000 mensais. Os salários são pagos e os contratos cumpridos.";"Na maior parte do dia, havendo também muitas regulares e inferiores; umas são argilosas, outras misturadas e no geral planas. A vegetação é representada por muitas virgens, capoeiras cerradas, carrascas e campos. Preços — Um hectare de terra boa custa 308000 a 608000, aproximadamente."
MG;Montes Claros;O metro de tecidos nacionaes communs, varia de 300 réis a 1$500.;A taxa é de 18 a 24% ao anno.;"Trabalhador rural, de 500 a 800 réis diários, com alimentação ou 1$500 a secco; cozinheira ou lavadeira, 6$000 mensais; carpinteiro, 3$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Geralmente boas; misturadas e planas, salvo parte das situadas no distrito de Jequitahy, que é diamantífero e onde são pedregosas e montanhosas; existindo também alguns terrenos pantanosos. A vegetação é representada por algumas matas virgens, muitas capoeiras e poucos cerrados e campos. Preços — É muito variável o preço das terras."
MG;S. Paulo do Muriahé;"O metro de tecidos nacionais comuns custa 800 réis; estrangeiros, 1$500.";A taxa é de 12% ao ano.;"Cozinheira, 12$000 menseis; lavadeira, 10$000; carpinteiro, 4$000 diários; administrador de fazenda, 60$000 menseis; não há escrições de fazenda; trabalhador rural, seja colono ou camarada, 1$000 diários, com alimentação ou 1$500 a séco. Os salários são pagos e os contratos cumpridos.";"Qualidades - Boas e inferiores, em partes, talvez iguais; argilhosas, arenosas, e misturadas; geralmente montanhosas. A vegetação é representada por muitas capoeiras, algumas muitas virgens, e campos. "" Preços — Um hectare de terra boa custa 30$000, aproximadamente."
MG;Muzambinho;"Nacionais, de 400 a 800 réis o metro; estrangeiros, de 800 réis a mais.";A taxa adoptada é de um a um e meio por cento ao mez.;"Trabalhador rural, 1$500 diários, a sécco; administrador de fazenda, 100$000 a 150$000 mensais; escrivão de fazenda, 40$000 a 60$000 mensais; carpinteiro 5$000 diários; cozinheira 30$000 a 60$000 mensais; lavadeira cobra 500 réis por duzia de peças. Os salários são pagos e os contratos cumpridos.";"Qualidades - Há boas, regulares e inferiores, talvez em proporções mais ou menos eguaes; umas são arenosas, outras argilosas e outras misturadas. Parte do município é plana e parte montanhosa. A vegetação é representada por muitas capoeiras, alguns cerrados e carrascaes e pequena quantidade de matras virgens e campos. Preços — Um hectare de terra boa custa de 40$000 a 60$000, aproximadamente."
