municipality,start_date,station,railway,branch
"SãoPaulo,SP",01.01.1934,ENGENHEIROTRINDADE,E.F.CentraldoBrasil(1934-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-1999),"Variante de Poákm 494,695 (1928)"
"Itatinga,SP",01.09.1953,ENGENHEIROVAZQUES,E.F.Sorocabana(1953-1962),"Variante Botucatu-Avaré km 309,365             (1960)"
"Jardinópolis,SP",01/06/1900,ENTRONCAMENTO,Cia.MogianadeEstradasdeFerro(1900-1971)FEPASA(1971-1988),"Linha-tronco originalkm 329,998"
"Itapeva,SP",05.1973,ENTRONCAMENTO(ouITABOA),FEPASA(1973-1998)ALL(1998-1999),Ramal de Apiaí km 385
"Cajamar,SP",1914,ENTRONCAMENTO,E.F.Perus-Pirapora(1914-1972),linha tronco km 16
"Jundiaí,SP",1914,ERMIDA(antigaTOTÓFONSECA),SorocabanaRailway(1914-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1973),"Ramal de Jundiaíkm 177,169"
"Duartina,SP",30.08.1928,ESMERALDA,Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1971-1976),"Ramal de Agudos originalkm 164,325"
"RegenteFeijó,SP",19.05.1927,ESPIGÃO(antigaMANDAGUARI),E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Linha-tronco km 776,362 (1931) (*);             km 728,418 (1960) (**)"
"Indaiatuba,SP",n/d,ESPÍRITOSANTO,E.F.Sorocabana,Ramal de Piracicabakm
"Brotas,SP",04.1931,ESPRAIADO,Cia.PaulistadeEstradasdeFerro(1931-1971)FEPASA(1971-1998),"Linha-tronco oestekm 211,879 (1938)"
"Brotas,SP",01.12.1896,ESPRAIADO-VELHA,Cia.PaulistadeEstradasdeFerro(1896-1931),"Ramal de Jaúkm 37,509"
"Brotas,SP",01.12.1896,ESPRAIADO-VELHA,Cia.PaulistadeEstradasdeFerro(1896-1931),"Ramal de Jaúkm 37,509"
"EstivaGerbi,SP",10.06.1887,ESTIVA,Cia.MogianadeEstradasdeFerro(1887-1971)Fepasa(1971-1979),"Linha-tronco originalkm 94,140"
"EstivaGerbi,SP",10.05.1979,ESTIVA-NOVA,FEPASA(1979-1998),Variante Guedes-Mato Secokm
"FernandoPrestes,SP",22.04.1966,ESTRADAAGULHA,E.F.Araraquara(1966-1971)Fepasa(1971-c.1980),Linha-tronco km
"Itirapina,SP",07.08.1926,ESTRELA,Cia.PaulistadeEstradasdeFerro(1926-1971)FEPASA(1971-1998),"Linha-troncokm 181,060 (1958)"
"EstrelaD'Oeste,SP",01.05.1951,ESTRELAD'OESTE,E.F.Araraquara(1951-1971)FEPASA(1971-1998),"Linha-troncokm 357,453 (1986)"
"Piquete,SP(vejaolocal)",n/d,ESTRELADONORTE,E.F.Lorena-Benfica(n/d-1921)E.F.CentraldoBrasil(1921-1975)RFFSA(1975-c.1985),Ramal de Piquete km
"Analândia,SP",31.12.1896,ESTRELLA,Cia.PaulistadeEstradasdeFerro(1896-1916),"Ramal de Analândiakm 51,415"
"Santos,SP",n/d,ESTUÁRIO,E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Mairinque-Santos- km 129,491 (1960)"
"MogidasCruzes,SP",10.11.1976,ESTUDANTES,RFFSA(1976-1994)CPTM(1994-),Ramal de São Paulo km
"EuclidesdaCunha,SP",18.09.1965,EUCLIDESDACUNHA,E.F.Sorocabana(1965-1971)FEPASA(1971-c.1988),"Ramal de Douradoskm 886,432             (1986)"
"SãoJosédosCampos,SP",22.03.1898,EUGÊNIODEMELLO,E.F.CentraldoBrasil(1898-1975)RFFSA(1975-1996),"Ramal de São Paulokm             376,064"
"SantoAntoniodoPinhal,SP",1916,EUGÊNIOLEFEVRE,E.F.CamposdoJordão(1916-),Linha-troncokm 28 (2005)
"RibeirãoPreto,SP",01.05.1928,EVANGELINA-SPM,E.F.SãoPaulo-Minas(1928-1964),"Ramal de Ribeirão Pretokm 63,164             (1960)"
"RibeirãoPreto,SP",02.12.1961,EVANGELINA(antigaE-4),Cia.MogianadeEstradasdeFerro(1961-1971)FEPASA(1971-1998),"variante Bento Quirino-Entroncamentokm 288,101SPM: km 14 (de Ribeirão Preto) (1976)"
"SãoPaulo,SP",01.04.1935,EVANGELISTADESOUZA,E.F.Sorocabana(1935-1971)FEPASA(1971-1998),"Mairinque-Santoskm 66,258 (1937)"
"Pindamonhangaba,SP",1916,EXPEDICIONÁRIA(antigaBOMSUCESSO),E.F.CamposdoJordão(1916-),Linha-tronco km 13 (2005)
"Avaré,SP",1919,EZEQUIELRAMOS,E.F.Sorocabana(1919-1953),"Linha-tronco originalkm 373,178 (1924);             km 360,914 (1934) (*)"
"Cravinhos,SP",01.06.1910,FAGUNDES,Cia.MogianadeEstradasdeFerro(1910-1956),"Ramal de Jandaiakm 9,216 (1938)"
"BarraBonita,SP",01.07.1899,FALCÃOFILHO,Cia.PaulistadeEstradasdeFerro(1899-1966),"Ramal de Agudos originalkm 26,542"
"Tambaú,SP",1898,FAVEIRO,Cia.MogianadeEstradasdeFerro(1898-1971),"Linha-tronco originalkm 215,079"
"SãoJosédoRioPardo,SP",n/d,FAZENDA,E.F.VillaCostina(anos1890?-anos1920),E. F. de Villa Costina- km
"Araçatuba,SP",25.05.1929,FERDINANDOLABORIAU(antigaMINISTROKONDER),E.F.NoroestedoBrasil(1929-1975)RFFSA(1975-1996),"Variante de Jupiákm 10,100             (1937)Linha-troncokm 290,325 (1949)"
"FernandoPrestes,SP",22.02.1909,FERNANDOPRESTES,E.F.Araraquara(1909-1955),"Linha-tronco originalkm 117,317"
"FernandoPrestes,SP",1955,FERNANDOPRESTES-NOVA,E.F.Araraquara(1955-1971)FEPASA(1971-1998),"Tronco novo (bitola larga) km 99,338             (1960)"
"Fernandópolis,SP",17.12.1949,FERNANDÓPOLIS,E.F.Araraquara(1949-1971)FEPASA(1971-1998),"Linha-tronco- km 339,573 (1960)"
"Fernão,SP",24.05.1928,FERNÃODIAS,Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1971-1976),"tronco oeste km 409,300 (1957)"
"Cotia,SP(1922-53)MunicípiodeItapevi,SP(1953-85)",08.05.1922,AMADORBUENO(antigaFERNÃODIAS),E.F.Sorocabana(1922-1971)FEPASA(1971-1985),"Linha-troncokm 42,624 (1931)"
"RioClaro,SP",31.10.1896,FERRAZ,Cia.PaulistadeEstradasdeFerro(1896-1892),"Seção Rio Clarokm 20,885Ramal de Analândiakm 20,885"
"FerrazdeVasconcellos,SP",29.07.1926,FERRAZDEVASCONCELLOS,E.F.CentraldoBrasil(1926-1975)RFFSA(1975-1992)CPTM(1992-),"Ramal de São Paulokm             469,526"
"RibeirãoBonito,SP",01.12.1900,FERRAZSALLES,C.E.F.Dourado(1900-1933),"Tronco CEFDkm 9,854 (1929)"
"RibeirãoPreto,SP",c.1960,FIGUEIRA-SPM(QUILÔMETRO23),E.F.SãoPaulo-Minas(c.1960-1971)FEPASA(1971-1998),Ramal de Ribeirão Preto km
"Jacareí,SP",1952?,FIGUEIRA,E.F.CentraldoBrasil(1952-1975)RFFSA(1975-1996),Variante do Parateíkm
"SãoCarlos,SP",01.04.1892,FLORESTA,Cia.PaulistadeEstradasdeFerro(1892-1962),"Ramal de Água Vermelhakm 22,212"
"FloridaPaulista,SP",25.05.1959,FLORIDAPAULISTA,Cia.PaulistadeEstradasdeFerro(1959-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 626,197"
"SãoJosédoBarreiro,SP",08.01.1878,FORMOSO,E.F.Resende-Bocaina(1878-1928),"Tronco- km 28,336 (1886)"
"Araraquara,SP",18.01.1885(?),FORTALEZA,Cia.Rio-Clarense(1885-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1922),Linha-tronco métricakm
"CamposdoJordão,SP",1946,FRACALANZA,E.F.CamposdoJordão(1946-),Linha-troncokm 41 (2005)
"Altinópolis,SP",1946,FRADINHOS,E.F.SãoPaulo-Minas(1946-1971)FEPASA(1971-1998),"Linha-tronco originalkm 58,157 (1960)"
"Franca,SP",05.04.1887,FRANCA,Cia.MogianadeEstradasdeFerro(1887-1971)FEPASA(1971-c.1988),"Linha do Rio Grandekm 416,461             (1938)"
"RibeirãoPreto,SP",30.03.1913,FRANCISCOMAXIMIANO,Cia.MogianadeEstradasdeFerro(1913-1971)FEPASA(1971-c.1979),"Ramal de Jataí- km 92,016"
"FranciscoMorato,SP",16.02.1867,FRANCISCOMORATO(antigaBELÉM),SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Linha-troncokm 117,450 (1935)"
"Indaiatuba,SP",1919,FRANCISCOQUIRINO,E.F.Sorocabana(1919-1971)Fepasa(1971-c.1988),"Ramal de Campinas km 148,422Ramal de Jundiaí km 148,422"
"Piquete,SP",n/d,FRANCISCORAMOS,E.F.Lorena-Benfica(1906-1921)E.F.CentraldoBrasil(1921-1975)RFFSA(1975-c.1985),"Ramal de Piquete km 293,481"
"Pontal,SP",25.11.1906,FRANCISCOSCHMIDT,Cia.MogianadeEstradasdeFerro(1906-1971)Fepasa(1971-1998),"Ramal de Sertãozinhokm 33,138"
,01.02.1888,"FRANCODAROCHA(antigaJUQUERY)MunicípiosdeGuarulhos(1888-1889);Juquery(atualMairiporã)(1889-1938);FrancodaRocha(1938-),SP",SãoPauloRailway(1888-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Linha-troncokm 111,260 (1935)"
"Barretos,SP",01.07.1912,FRIGORÍFICO,Cia.PaulistadeEstradasdeFerro(1912-1971)FEPASA(1971-1998),"Linha-troncokm 447,109 (1958)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"Cosmópolis,SP",18.09.1899,FUNCHAL(antigaENGENHO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salles km 223,106             (1934)"
"SãoRoque,SP",1928,GABRIELPIZA-NOVA,E.F.Sorocabana(1928-1971)FEPASA(1971-1998),"Linha-troncokm 58,300 (1931)"
"Itanhaém,SP",21.12.1929,GAIVOTA(PARADA),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiákm 162,204             (1986)"
,12.06.1927,"GÁLIAMunicípiosdeDuartina(1927-1928)Gália(1928-),SP",Cia.PaulistadeEstradasdeFerro(1927-1971)FEPASA(1971-1976),"Ramal de Agudos originalkm 180,391tronco oeste- km 418,056 (1957)"
,01.01.1928,"GARÇAMunicípiosdeCamposNovos(1928)Garça(1928-),SP",Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1971-1974),"Ramal de Agudos original- km 195,384Linha-tronco oeste- km 433,049"
"Garça(1974-),SP",04.05.1974,GARÇA-NOVA,FEPASA(1974-1998),Variante Bauru-Garça- km            
"SãoVicente,SP",15.02.1930,GASPARRICARDO(antigaESTALEIRO),C.E.F.Sorocabana(1930-1971)FEPASA(1971-1998),"Mairinque-Santoskm 101,850 (1986)"
"Cajamar,SP",1914,GATOPRETO,E.F.Perus-Pirapora(1914-1983),E. F. Perus Pirapora- km
,01.04.1908,"GAVIÃOPEIXOTOMunicípiosdeAraraquara(1908-1995)GaviãoPeixoto,SP(1995-)",C.E.F.doDourado(1908-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Ramal de Ribeirão Bonitokm 96,554"
"Osasco,SP",1951,GENERALMIGUELCOSTA(antigaMATADOUROeKM21),E.F.Sorocabana(1951-1971)FEPASA(1971-1994)CPTM(1994-),Linha-troncokm 21
"Iperó,SP",31.12.1876,GEORGEOETTERER(antigaVILLETA),E.F.Sorocabana(1876-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 120,145 (1931)"
"MorroAgudo,SP",15.08.1929,GEORGIA,E.F.MorroAgudo(1929-1952)Cia.PaulistadeEstradasdeFerro(1952-1966),"Ramal de Pontal km 43,600"
"Campinas,SP",01.01.1918,GETY(antigaMIRANTE),Cia.MogianadeEstradasdeFerro(1918-1926),Linha-tronco original km 16
"FerrazdeVasconcelos,SP",10.01.1998,ANTONIOGIANETTI(antigaLAGEADOeGIANETTI),CPTM(1998-),Ramal de São Paulokm
"SãoJoãodaBoaVista,SP",01.10.1901,GIRIVÁ,Cia.MogianadeEstradasdeFerro(1901-1971)Fepasa(1971-1998),"Ramal de Caldaskm 14,695"
"LuizAntonio,SP",13.06.1911,GIRONDA,Cia.MogianadeEstradasdeFerro(1911-1961),"Ramal de Jataí km 30,217 (1938)"
,01.09.1908,"GLICÉRIOMunicípiosdeBauru(1908-1913);Penápolis(1913-1925);Glicério(1925-),SP",E.F.NoroestedoBrasil(1908-1975)RFFSA(1975-1996),"Linha-troncokm 239,796 (1949)"
"Bananal,SP",n/d,GLÓRIA,E.F.Bananal(n/d-1918)E.F.CentraldoBrasil(1918-1931)E.F.OestedeMinas(1931)E.F.CentraldoBrasil(1931-1964),"E. F. Bananalkm 173,158 (1960)"
"SãoJosédoRioPreto,SP",04.03.1933,GONZAGADECAMPOS,E.F.Araraquara(1933-1971)FEPASA(1971-1998),"Linha-tronco km 207,4 (1986)"
"Guarulhos,SP",31.12.1922,GOPOÚVA,Cia.Cantareira(1922-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 16,231             (1960)"
"Barretos,SP",01.07.1929,ADOLFOPINTO(antigaGORDURAL),Cia.PaulistadeEstradasdeFerro(1929-1971)FEPASA(1971-1998),"Linha-tronco km 483,463 (1958)"
"Itaberá,SP",01.03.1909,GORITA,EstradadeFerroSorocabana(1909-1971)FEPASA(1971-1998),"Ramal de Itararékm 387,976 (1934)"
"SãoPaulo,SP",26.09.1992,GRAJAÚ,FEPASA(1992-1994)CPTM(1994-2001),"Ramal de Jurubatuba- km 28,414"
"SãoPaulo,SP",21.04.2008,GRAJAÚ-NOVA,CPTM(2008-),"Ramal de Jurubatubakm 41,0"
"Jaboticabal,SP",10.10.1902,GRAMINHA,Cia.PaulistadeEstradasdeFerro(1902-1966),"Ramal de Jaboticabalkm 72,478(1959)Linha-tronco métrica- km"
"Limeira,SP",07.10.1916,GRANITO,Cia.PaulistadeEstradasdeFerro(1916-1917),Linha-tronco km
"SãoPaulo,SP",04.05.2000,GRANJAJULIETA,CPTM(2000-),"Ramal de Jurubatuba- km 14,253"
"Itirapina,SP",01.06.1916,GRAÚNA,Cia.PaulistadeEstradasdeFerro(1916-1971)FEPASA(1971-1980),"Linha-tronco km 162,497 (1958)"
"Itirapina,SP",1980,GRAÚNA-NOVA,FEPASA(1980-1998),"Variante Santa Gertrudes-Itirapina km             157,428 (1988)"
"Itirapina,SP",1980,GRAÚNA-NOVA,FEPASA(1980-1998),"Variante Santa Gertrudes-Itirapina km             157,428 (1988)"
"Mairinque,SP",25.01.1930,GUAIANÃ,E.F.Sorocabana(1930-1971)FEPASA(1971-1985),"Mairinque-Santoskm 5,380 (1937)"
"Mairinque,SP",1985?,GUAIANÃ-NOVA,FEPASA(1985?-1998),"Variante Boa Vista-Guaianãkm 148,434 (1994)"
"Pederneiras,SP",1939,GUAIANÁS,Cia.PaulistadeEstradasdeFerro(1939-1971)FEPASA(1971-1998),"Linha-tronco oestekm 318,533"
"Pederneiras,SP",08.08.1910,GUAIANÁS-VELHA,Cia.PaulistadeEstradasdeFerro(1910-1939),"Ramal de Baurukm 16,896 (1938)"
"SãoPaulo,SP",08.1877,GUAIANAZES(antigaLAGEADOeCARVALHOARAÚJO),E.F.doNorte(1877-1889)E.F.CentraldoBrasil(1889-1975)RFFSA(1975-1994)CPTM(1994-2000),"Ramal de São Paulokm             474,994"
"SãoPaulo,SP",27.05.2000,GUAIANAZES-NOVA,CPTM(2000-),variante da CPTM
,20.06.1920,"GUAIÇARAMunicípiosdeLins(1920-1953);Guaiçara,SP(1953-)",E.F.NoroestedoBrasil(1920-1967),"Linha-troncokm 163,346 (1949)"
"Guaiçara,SP",1967,GUAIÇARA-NOVA,E.F.NoroestedoBrasil(1967-1975)RFFSA(1975-1996),Linha-troncokm
"SallesOliveira,SP",03.07.1900,GUAIUVIRA,Cia.MogianadeEstradasdeFerro(1900-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 39,196"
"Campinas,SP",01.03.1893,GUANABARA,Cia.MogianadeEstradasdeFerro(1893-1971)FEPASA(1971-1977),"Linha-troncokm 3,139 (1937)"
"Mauá,SP",01.05.1907,GUAPITUBA,SãoPauloRailway(1907-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1994)CPTM(1994-),"Linha-tronco km 49,375 (1935)"
,01.08.1903,"GUARÁMunicípiosdeItuverava(1903-1926);Guará(1926-),SP",Cia.MogianadeEstradasdeFerro(1903-1971)FEPASA(1971-1979),"Ramal de Igarapava km 97,172"
"Guará,SP",1983,GUARÁ-NOVA,FEPASA(1983-1998),"Variante Entroncamento-Amoroso Costa-             km 390,400 (1986)"
"Guaraçaí,SP",01.09.1936,GUARACAÍ,E.F.NoroestedoBrasil(1936-1975)RFFSA(1975-1996),"Variante de Jupiá km 114,800             (1937) Linha-tronco km 394,800 (1949)"
"Ourinhos,SP",10.10.1923,GUARAIÚVA,E.F.Sorocabana(1923-1971)FEPASA(1971-1998),"Linha-troncokm 523,340 (1924);             km 510,662 (1934); km 462,729 (1960) (*)"
"Guatapará,SP",30.12.1901,GUARANI,Cia.PaulistadeEstradasdeFerro(1901-1930),Ramal do Mogi-Guaçukm
"Guatapará,SP",1930,GUARANI-NOVA,Cia.PaulistadeEstradasdeFerro(1930-1971)FEPASA(1971-1998),"Linha-tronco km 306,505 (1958)"
"Guarantã,SP",05.06.1920,GUARANTÃ,E.F.NoroestedoBrasil(1920-1975)RFFSA(1975-1996),"Linha-troncokm 96,270 (1960)"
"Guararapes,SP",06.08.1929,GUARARAPES,E.F.NoroestedoBrasil(1929-1975)RFFSA(1975-1996),"Variante de Jupiákm 28,145             (1937)Linha-troncokm 294,841 (1960)"
"Guararema,SP(vejaacidade)",02.07.1876,GUARAREMA(antigaPARAHYBA),E.F.doNorte(1876-1889)E.F.CentraldoBrasil(1889-1975)RFFSA(1975-1998),"Ramal de São Paulo- km             426,743 (1928)"
"Guaratinguetá,SP",08.07.1877,GUARATINGUETÁ,E.F.doNorte(1877-1890)E.F.CentraldoBrasil(1890-1975)RFFSA(1975-1998),"Ramal de São Paulo- km             293,324"
"SãoSebastiãodoParaizo,MG",12.10.1910,GUARDINHA,E.F.SãoPaulo-Minas(1910-1971)FEPASA(1971-1998),"Linha-tronco originalkm 113,100 (1960)"
"Guariba,SP",06.06.1892,GUARIBA,Cia.PaulistadeEstradasdeFerro(1892-1969),"Ramal de Jaboticabal- km 40,304 (1959)"
"BragançaPaulista,SP",01.01.1913,GUARIPOCABA,E.F.Bragantina(1913-1967),"Linha-troncokm 68,720 (1938)"
"Guarulhos,SP",04.02.1915,GUARULHOS,Cia.Cantareira(1915-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 20,740 (1960)"
"Guarujá,SP",02.09.1893,GUARUJÁ,Cia.BalneáriadaIlhadeSantoAmaro(1893-1901)Cia.Guarujá(1901-1927)S.P.Guarujá/Repart.SaneamentodeSantos(1927-1935),Tramway do Guarujá            km
"Guarujá,SP",21.12.1935,GUARUJÁ-NOVA,S.P.Guarujá/Repart.SaneamentodeSantos(1935-1956),Tramway do Guarujákm
"Birigüi,SP",07.08.1922,GUATAMBU,E.F.NoroestedoBrasil(1922-1969),"Linha-troncokm 256,319 (1960)"
"Guatapará,SP",30.12.1901,GUATAPARÁ,Cia.PaulistadeEstradasdeFerro(1901-1971)FEPASA(1971-1998),"Ramal do Mogi-GuaçukmLinha-troncokm 296,997 (1958)"
"Guatapará,SP",03.05.1914,GUATAPARÁ-MOGIANA,Cia.MogianadeEstradasdeFerro(1914-1971)FEPASA(1971-1979),"Ramal de Monteiroskm 11,976"
"Cosmópolis,SP",20.10.1910,GUATEMOZIM,E.F.Sorocabana(1910-1960),"Ramal de Pádua Salles km 34,211"
"Atibaia,SP",01.02.1914,GUAXINDUVA,E.F.Bragantina(1914-1967),"Ramal de Piracaiakm 9,831 (1938)"
"Guaxupé,MG",15.05.1904,GUAXUPÉ,Cia.MogianadeEstradasdeFerro(1904-1971)FEPASA(1971-1992),"Ramal de Guaxupékm 44,497             (1938)"
"Jaguariúna,SP",10.08.1897,GUEDES,Cia.MogianadeEstradasdeFerro(1897-1945),"Linha-tronco km 40,401(1938)"
"Jaguariúna,SP",15.12.1945,GUEDES-NOVA,Cia.MogianadeEstradasdeFerro(1945-1971)FEPASA(1971-1998),"Variante Guanabara-Guedeskm 40,4"
"Tatuí,SP",17/08/1928,GUILHERMEWENDELL(antigaAMERICANA-NOVAeNOVAAMERICANA),E.F.Sorocabana(1928-1971)FEPASA(1971-1998),"Ramal de Itararékm 151,936             (1934)"
"RibeirãoPreto,SP",1891?,GUIMARÃES,E.F.Dumont(1890-1940),Ramal de Dumont- km 9
"Guariba,SP",06.06.1892,HAMMOND,Cia.PaulistadeEstradasdeFerro(1892-1969),"Ramal de Jaboticabal- km 34,051 (1959)"
"SãoPaulo,SP",14.06.2000,HEBRAICA-REBOUÇAS,CPTM(2000-2011),"Ramal de Jurubatuba km 7,234"
"Indaiatuba,SP",01.08.1914,HELVÉTIA,E.F.Sorocabana(1914-1971)Fepasa(1971-c.1987),"Ramal de Campinas- km 154,664"
"Herculândia,SP",15.11.1941,HERCULÂNDIA(antigaSANTANA),Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 525,887"
"SãoCarlos,SP",01.06.1916,HIPÓDROMO,Cia.PaulistadeEstradasdeFerro(1916-c.1925),"Linha-troncokm 204,927 (1918)"
"SãoPaulo,SP",12.1876,HIPÓDROMO,SãoPauloRailway(1876-1946)E.F.SantosaJundiaí(1946-anos1950),Ramal do Hipódromokm
"MonteAlto,SP",24.10.1917,HOMEMDEMELLO,E.F.MonteAlto(1917-1956),Linha-troncokm 18
"Jundiaí,SP",25.07.1904,HORTO,Cia.PaulistadeEstradasdeFerro(1904-1971)FEPASA(1971-1998),"Linha-troncokm 4,945 (1958)"
"SãoPaulo,SP",1906,HORTOFLORESTAL,Cia.Cantareira(1906-1941)E.F.Sorocabana(1941-1964),"Ramal do Hortokm 11,650 (1960)"
"Hortolândia,SP",01.04.1917,HORTOLÂNDIA(antigaJACUBA),Cia.PaulistadeEstradasdeFerro(1917-1971)FAPASA(1971-1998),"Linha-troncokm 62,605 (1958)"
"SãoPaulo,SP","c. 
            1888",HOSPEDARIADOSIMIGRANTES,SãoPauloRailway(c.1888-1946)E.F.Santos-Jundiaí(1946-c.1970)ABPF(c.1990-2009),Linha-tronco km
"Sorocaba,SP",03.1925,HUMBERTODECAMPOS,E.F.Sorocabana(1925-anos1960),"Linha-tronco km 97,717 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Cerquilho,SP",13.02.1929,HUNGRIA(antigaCHAVEBARROS),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 160,110 (1931)"
"Iacri,SP",01.04.1949,IACRI,Cia.PaulistadeEstradasdeFerro(1949-1971)FEPASA(1971-1998),"tronco oeste km 563,642 (1957)"
